Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Status
20,Male,High School,Other,4.72,Facebook,Yes,7.0,6,Single,10,19,1
23,Female,Undergraduate,Nigeria,3.08,TikTok,No,8.0,5,Single,10,16,0
16,Male,High School,Canada,4.78,YouTube,No,7.0,7,In Relationship,7,17,0
23,Male,Graduate,India,7.9,Facebook,Yes,6.0,2,Complicated,4,28,1
18,Female,High School,India,3.18,YouTube,Yes,7.0,5,Single,4,19,1
21,Female,High School,UK,4.28,YouTube,Yes,5.0,4,Complicated,9,19,1
22,Male,Undergraduate,Canada,4.32,Snapchat,Yes,5.0,4,Single,6,26,1
17,Male,High School,USA,7.77,Snapchat,Yes,6.0,5,In Relationship,10,22,1
19,Male,High School,Germany,5.96,Twitter,No,7.0,7,In Relationship,7,17,0
19,Male,Undergraduate,India,2.67,TikTok,No,6.0,4,In Relationship,4,18,0
18,Male,Graduate,Germany,8.29,Snapchat,Yes,3.0,5,Complicated,8,19,1
23,Female,Graduate,Germany,8.43,TikTok,Yes,3.0,2,Single,5,27,1
21,Female,High School,Canada,5.54,Twitter,No,7.0,5,In Relationship,10,16,0
24,Male,Undergraduate,Germany,7.72,YouTube,Yes,4.0,1,In Relationship,5,27,1
23,Male,Graduate,Australia,5.87,Twitter,No,5.0,6,Single,6,16,0
20,Male,High School,Nigeria,3.64,YouTube,No,7.0,8,Complicated,4,13,0
18,Male,Graduate,Australia,2.5,Twitter,No,6.0,6,In Relationship,6,17,0
22,Female,Undergraduate,India,7.75,TikTok,Yes,5.0,2,Single,7,27,1
25,Female,Graduate,UK,4.13,WhatsApp,Yes,7.0,6,Complicated,8,19,1
23,Female,Undergraduate,Nigeria,4.44,YouTube,No,5.0,7,In Relationship,6,16,0
25,Female,High School,Other,5.3,Snapchat,No,6.0,7,In Relationship,3,15,0
17,Male,Undergraduate,India,3.83,Instagram,No,8.0,7,Complicated,3,17,0
19,Male,Graduate,Nigeria,2.45,Twitter,No,8.0,4,Single,4,18,0
16,Male,Graduate,India,5.14,Facebook,No,6.0,5,Single,7,17,0
22,Female,High School,Canada,7.39,Snapchat,Yes,6.0,4,Complicated,6,26,1
23,Female,Undergraduate,Australia,6.17,Snapchat,Yes,5.0,1,Complicated,9,28,1
16,Female,High School,Other,4.61,TikTok,No,6.0,7,Complicated,6,16,0
21,Female,Graduate,India,2.72,Facebook,Yes,8.0,5,In Relationship,4,20,1
23,Female,Undergraduate,Other,6.11,Snapchat,Yes,4.0,2,Complicated,4,26,1
23,Female,Undergraduate,Canada,8.37,WhatsApp,Yes,4.0,5,Complicated,3,22,1
18,Female,High School,Nigeria,4.14,Twitter,Yes,6.0,5,In Relationship,6,21,1
19,Male,Undergraduate,Japan,7.16,Facebook,Yes,4.0,6,Complicated,10,19,1
19,Male,Graduate,Nigeria,5.01,TikTok,Yes,7.0,4,Single,4,21,1
18,Female,High School,India,4.99,Instagram,Yes,6.0,5,Complicated,8,19,1
17,Male,Undergraduate,India,5.24,Facebook,Yes,5.0,3,Complicated,4,27,1
25,Female,Undergraduate,USA,1.73,YouTube,No,9.0,8,In Relationship,5,13,0
16,Male,Undergraduate,India,7.14,Snapchat,Yes,4.0,3,Complicated,6,25,1
21,Female,Undergraduate,Australia,6.97,Facebook,Yes,6.0,3,In Relationship,9,21,1
24,Male,High School,Nigeria,2.33,Snapchat,No,6.0,5,Single,3,16,0
19,Female,Graduate,Japan,5.48,WhatsApp,No,6.0,8,In Relationship,0,8,0
21,Female,Graduate,Canada,8.49,Facebook,Yes,5.0,4,In Relationship,7,23,1
19,Female,Undergraduate,Japan,5.02,Instagram,Yes,5.0,4,Complicated,6,20,1
20,Male,High School,Germany,6.57,WhatsApp,Yes,5.0,3,Single,7,22,1
25,Female,Undergraduate,USA,7.54,YouTube,Yes,6.0,4,In Relationship,6,22,1
16,Female,Graduate,Other,4.54,YouTube,Yes,6.0,5,Complicated,7,19,1
18,Female,Undergraduate,Canada,2.42,Instagram,No,7.0,7,In Relationship,3,17,0
25,Female,Undergraduate,Australia,6.11,WhatsApp,Yes,4.0,3,Single,8,25,1
23,Male,Undergraduate,USA,5.56,Instagram,Yes,5.0,4,In Relationship,7,21,1
23,Male,High School,UK,2.53,Snapchat,No,7.0,8,In Relationship,0,12,0
24,Male,High School,Australia,8.33,Instagram,Yes,3.0,3,Complicated,8,24,1
22,Male,Graduate,Brazil,7.63,Facebook,Yes,4.0,3,Single,3,26,1
17,Male,Undergraduate,Japan,6.51,Twitter,Yes,6.0,3,Complicated,9,28,1
24,Male,Graduate,USA,5.75,Twitter,Yes,7.0,4,Single,8,22,1
19,Female,High School,Nigeria,3.7,Instagram,No,8.0,7,Single,8,17,0
23,Male,Undergraduate,Brazil,3.11,WhatsApp,Yes,8.0,5,In Relationship,8,20,1
21,Male,High School,Brazil,4.45,Facebook,No,5.0,4,In Relationship,7,18,0
24,Female,Graduate,India,2.38,Instagram,No,8.0,6,In Relationship,8,15,0
18,Female,Graduate,Japan,3.19,TikTok,Yes,6.0,5,Single,4,22,1
21,Female,Undergraduate,Nigeria,6.68,YouTube,Yes,5.0,3,Single,7,26,1
17,Male,Undergraduate,Nigeria,3.89,Snapchat,Yes,7.0,2,In Relationship,5,27,1
18,Male,Graduate,Canada,4.51,TikTok,Yes,5.0,4,In Relationship,7,20,1
23,Female,High School,UK,3.52,TikTok,No,6.0,8,Complicated,1,14,0
